age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
39, Private, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, 12th,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, ?, <=50K
38, Private, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
62, Private, 12th,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, Germany, <=50K
45, Private, 12th,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,2407,0,50, United-States, <=50K
30, Private, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
46, Local-gov, 12th,8, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
39, Local-gov, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1848,40, Nicaragua, >50K
47, Local-gov, 12th,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, Puerto-Rico, <=50K
52, Local-gov, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Local-gov, 12th,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1579,40, United-States, <=50K
44, Local-gov, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, 12th,8, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
44, Local-gov, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
61, State-gov, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Federal-gov, 12th,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, 12th,8, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,40, United-States, <=50K
67, Self-emp-inc, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
56, Self-emp-inc, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1651,40, United-States, <=50K
46, Self-emp-inc, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, ?, <=50K
62, Self-emp-not-inc, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, 12th,8, Married-civ-spouse, Other-service, Husband, White, Male,0,0,99, United-States, <=50K
73, Self-emp-not-inc, 12th,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,18, United-States, <=50K
30, Self-emp-not-inc, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,75, United-States, <=50K
32, Self-emp-not-inc, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
50, Private, 12th,8, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
45, Private, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
44, Self-emp-not-inc, 12th,8, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Vietnam, <=50K
48, Private, 12th,8, Separated, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, Black, Male,0,0,18, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States, <=50K
22, Private, 12th,8, Never-married, Protective-serv, Own-child, Black, Male,0,0,35, United-States, <=50K
33, Private, 12th,8, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, 12th,8, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, 12th,8, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
26, Private, 12th,8, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
19, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,52, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, Black, Female,0,0,15, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
21, Local-gov, 12th,8, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
19, State-gov, 12th,8, Never-married, Transport-moving, Own-child, Black, Male,0,0,20, United-States, <=50K
21, Federal-gov, 12th,8, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, United-States, <=50K
19, Private, 12th,8, Married-spouse-absent, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
32, Private, 12th,8, Divorced, Protective-serv, Own-child, White, Male,0,0,54, Mexico, <=50K
37, Private, 12th,8, Divorced, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
53, Private, 12th,8, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, 12th,8, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, 12th,8, Separated, Prof-specialty, Own-child, White, Female,1055,0,40, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Male,594,0,14, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,27, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K
17, Private, 12th,8, Never-married, Prof-specialty, Own-child, White, Male,0,0,7, United-States, <=50K
18, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,6, United-States, <=50K
17, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17, United-States, <=50K
18, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,18, United-States, <=50K
23, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,21, Mexico, <=50K
18, Private, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,10, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
45, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,10, Mexico, <=50K
18, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
19, Private, 12th,8, Never-married, Transport-moving, Own-child, White, Male,0,0,15, United-States, <=50K
17, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
19, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
17, Private, 12th,8, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Craft-repair, Own-child, White, Male,594,0,20, United-States, <=50K
19, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,1602,20, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 12th,8, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
19, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Male,0,0,24, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
19, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
23, Private, 12th,8, Never-married, Priv-house-serv, Own-child, White, Male,0,0,30, United-States, <=50K
18, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
31, Private, 12th,8, Never-married, Sales, Own-child, White, Male,0,0,32, United-States, <=50K
21, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,32, United-States, <=50K
18, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
19, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, ?, <=50K
17, Private, 12th,8, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador, <=50K
20, Private, 12th,8, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, 12th,8, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Columbia, <=50K
19, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
18, Private, 12th,8, Never-married, Farming-fishing, Own-child, White, Male,0,0,55, United-States, <=50K
17, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,18, United-States, <=50K
17, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,23, United-States, <=50K
19, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,18, United-States, <=50K
17, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,6, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
18, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
17, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
19, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
17, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
17, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
23, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
19, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
17, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,1721,25, United-States, <=50K
18, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
17, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
19, Private, 12th,8, Never-married, Farming-fishing, Own-child, White, Female,0,0,30, United-States, <=50K
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
24, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
20, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
20, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, 12th,8, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, 12th,8, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,55, United-States, <=50K
18, Local-gov, 12th,8, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
18, Local-gov, 12th,8, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
17, Local-gov, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
54, State-gov, 12th,8, Never-married, Other-service, Own-child, White, Male,4101,0,40, United-States, <=50K
19, Federal-gov, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
17, Self-emp-not-inc, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
19, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
23, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
56, Private, 12th,8, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Private, 12th,8, Divorced, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
33, Private, 12th,8, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, 12th,8, Separated, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
37, Private, 12th,8, Separated, Priv-house-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, 12th,8, Never-married, Other-service, Unmarried, Black, Male,0,0,38, United-States, <=50K
26, Private, 12th,8, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
29, Private, 12th,8, Never-married, Other-service, Unmarried, Black, Female,0,0,35, ?, <=50K
28, Private, 12th,8, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, 12th,8, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Private, 12th,8, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,50, United-States, <=50K
21, Local-gov, 12th,8, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,20, United-States, <=50K
52, Federal-gov, 12th,8, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
63, Private, 12th,8, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private, 12th,8, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Italy, <=50K
48, Private, 12th,8, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,50, United-States, <=50K
50, Private, 12th,8, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, 12th,8, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
31, Private, 12th,8, Divorced, Other-service, Unmarried, White, Female,0,0,21, United-States, <=50K
39, Private, 12th,8, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, 12th,8, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, 12th,8, Separated, Adm-clerical, Unmarried, White, Female,1471,0,40, United-States, <=50K
36, Private, 12th,8, Separated, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
35, Private, 12th,8, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, 12th,8, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,43, United-States, <=50K
22, Private, 12th,8, Never-married, Transport-moving, Unmarried, White, Male,0,0,30, United-States, <=50K
23, Private, 12th,8, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, 12th,8, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, 12th,8, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico, <=50K
38, Private, 12th,8, Never-married, Other-service, Unmarried, White, Female,0,0,17, United-States, <=50K
34, Private, 12th,8, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, 12th,8, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,35, Mexico, <=50K
57, State-gov, 12th,8, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
32, State-gov, 12th,8, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, 12th,8, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
41, Private, 12th,8, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Private, 12th,8, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
44, Private, 12th,8, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,36, United-States, <=50K
28, Private, 12th,8, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Private, 12th,8, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, 12th,8, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, ?, <=50K
31, Private, 12th,8, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,60, United-States, <=50K
35, Private, 12th,8, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, 12th,8, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, United-States, <=50K
39, Private, 12th,8, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,0,0,45, ?, <=50K
29, Private, 12th,8, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, State-gov, 12th,8, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, 12th,8, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,32, United-States, <=50K
35, Self-emp-not-inc, 12th,8, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
29, Private, 12th,8, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
53, Private, 12th,8, Never-married, Other-service, Not-in-family, Other, Female,0,0,35, United-States, <=50K
53, Private, 12th,8, Married-spouse-absent, Handlers-cleaners, Not-in-family, Other, Male,0,0,56, Dominican-Republic, <=50K
68, Private, 12th,8, Widowed, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
41, Private, 12th,8, Divorced, Transport-moving, Not-in-family, White, Male,0,0,84, United-States, >50K
35, Private, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
40, Private, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, 12th,8, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, 12th,8, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, 12th,8, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, 12th,8, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, 12th,8, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,2258,42, United-States, <=50K
20, Private, 12th,8, Divorced, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
39, Private, 12th,8, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, 12th,8, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, 12th,8, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, 12th,8, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, 12th,8, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, 12th,8, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, 12th,8, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Italy, <=50K
35, Private, 12th,8, Separated, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
23, Private, 12th,8, Never-married, Transport-moving, Not-in-family, White, Male,0,0,46, United-States, <=50K
35, Private, 12th,8, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K
22, Private, 12th,8, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
24, Private, 12th,8, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 12th,8, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, 12th,8, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
29, Private, 12th,8, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, 12th,8, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, 12th,8, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, 12th,8, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, 12th,8, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, 12th,8, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
22, Private, 12th,8, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, 12th,8, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, 12th,8, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1741,40, United-States, <=50K
52, Private, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, 12th,8, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,42, England, <=50K
27, Private, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private, 12th,8, Never-married, Sales, Not-in-family, White, Male,4650,0,50, United-States, <=50K
23, Private, 12th,8, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, 12th,8, Never-married, Exec-managerial, Not-in-family, White, Male,4650,0,50, United-States, <=50K
28, Private, 12th,8, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private, 12th,8, Never-married, Sales, Not-in-family, White, Female,0,0,10, ?, <=50K
18, Private, 12th,8, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
18, Private, 12th,8, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
23, Private, 12th,8, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
18, Private, 12th,8, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
20, Private, 12th,8, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Italy, <=50K
23, Private, 12th,8, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
